impid,aid,imp_name
882,David Spade,Tom Petty
1090,Julia Sweeney,Nancy Sinatra
1093,Rosie O'Donnell,Lorena Bobbitt
1094,Mike Myers,Jean Chretien
1096,Rosie O'Donnell,Penny Marshall
1095,Ellen Cleghorne,Marla Gibbs
1097,Jay Mohr,Sean Penn
1080,Jay Mohr,Andrew McCarthy
1071,Melanie Hutsell,Anne Murray
1077,John Malkovich,Lyle Menendez
1078,Phil Hartman,Stanley Weisberg
1075,Mike Myers,Gregg Jarrett
1073,Kevin Nealon,David Conn
1074,Rob Schneider,Erik Menendez
1079,John Malkovich,James Carville
1057,Ellen Cleghorne,Dr. Dre
826,Phil Hartman,Frank Gifford
1061,Melanie Hutsell,Cindy Wilson
1055,Norm MacDonald,Craig Reid
1064,Tim Meadows,Snoop Doggy Dogg
1052,Jay Mohr,Billy Idol
1053,Mike Myers,Charlie Reid
1060,Kevin Nealon,James Taylor
1058,Adam Sandler,Eddie Vedder
1059,Rob Schneider,Fred Schneider
1056,David Spade,David Pirner
1054,Julia Sweeney,Kate Pierson
1067,Tim Meadows,Todd Bridges
1066,David Spade,Crispin Glover
1070,Phil Hartman,Thomas Edison
1068,Mike Myers,Albert Einstein
1069,Adam Sandler,Orville Wright
1050,Julia Sweeney,Loni Anderson
1043,Christina Applegate,Cher
1045,Chris Farley,Lori Davis
1044,Melanie Hutsell,Georganne LaPiere
1046,Julia Sweeney,Paulette Betts
1048,Christina Applegate,Karen Duffy
1040,Tim Meadows,Montel Williams
1042,Kirstie Alley,Susan Powter
1037,Ellen Cleghorne,Norma Quarles
1034,Chris Farley,Boris Yeltsin
1036,Julia Sweeney,Naina Yeltsin
1039,Ellen Cleghorne,Mary J. Blige
1038,Chris Rock,Eddie Murphy
817,David Spade,Michael J. Fox
1027,Rob Schneider,Adolf Hitler
1032,Chris Farley,Simon Le Bon
1028,Phil Hartman,Dame Edna
1031,Mike Myers,Prince Andrew
1030,Adam Sandler,Pauly Shore
1029,David Spade,Denis Leary
1033,Julia Sweeney,Tabitha Soren
1026,Mike Myers,David Koresh
1025,Sting,Rod Stewart
1024,Chris Farley,Rob Reiner
1023,Kevin Nealon,Michael Eisner
940,Chris Rock,Michael Jackson
1020,Mike Myers,Stone Phillips
917,Julia Sweeney,Jane Pauley
1021,Alec Baldwin,David Hasselhoff
1022,Ellen Cleghorne,Patti LaBelle
820,Kevin Nealon,Jay Leno
1013,Giorgio Armani,Giuliano Amato
1015,Dana Carvey,Prince Charles
1002,Mike Myers,Queen Elizabeth
1014,Julia Sweeney,Camilla Parker-Bowles
1016,Mick Jagger,Keith Richards
845,Mike Myers,Mick Jagger
1019,Luke Perry,Rick Schroder
1018,Adam Sandler,Mark Wahlberg
1017,David Spade,Christian Slater
1011,Julia Sweeney,Chelsea Clinton
695,Jeff Renaudo,Dan Quayle
1006,Danny DeVito,Joey Buttafuoco
1005,Jan Hooks,Jean Marsh
959,Ellen Cleghorne,"Jackée Harry , Amy Fisher"
1007,Danny DeVito,Al Goldstein
1009,Danny DeVito,Ron Popeil
1008,Jan Hooks,Mary Jo Buttafuoco
1004,Tim Meadows,Ted Lange
1000,Melanie Hutsell,Monica Seles
1001,Sinbad,Joe Jackson
994,Ellen Cleghorne,Alice Walker
913,Chris Farley,Norman Schwarzkopf
996,Phil Hartman,Gabriel García Márquez
997,Melanie Hutsell,Kitty Kelley
998,Kevin Nealon,Robert Fulghum
995,Rob Schneider,Billy Crystal
999,Julia Sweeney,Susan Sontag
993,Ellen Cleghorne,Sister Souljah
991,Phil Hartman,James Stockdale
867,Jan Hooks,Sinead O'Connor
992,Phil Hartman,Kris Kristofferson
989,David Spade,Ross Perot
985,Phil Hartman,Nick Bakay
986,Tim Robbins,Brian Wilson
977,Jan Hooks,Mia Farrow
980,Dana Carvey,Woody Allen
979,Adam Sandler,Tony Roberts
978,Rob Schneider,Soon-Yi Previn
976,Robert Smigel,Alan Dershowitz
981,Chris Farley,Joe Esposito
982,Kevin Nealon,Sonny West
983,Rob Schneider,Red West
609,Dana Carvey,Ted Koppel
779,Phil Hartman,Ed McMahon
841,Chris Rock,Arsenio Hall
916,Julia Sweeney,Joan Embery
962,Dana Carvey,Jerry Brown
963,Al Franken,Paul Tsongas
849,Dana Carvey,John McLaughlin
874,Chris Farley,Jack Germond
851,Phil Hartman,Pat Buchanan
924,Mike Myers,Fred Barnes
850,Kevin Nealon,Morton Kondracke
964,John Goodman,Elvis Presley
969,Ellen Cleghorne,Natalie Cole
968,Chris Farley,Mama Cass
971,Melanie Hutsell,Tammy Wynette
912,Tim Meadows,Sammy Davis Jr.
967,Mike Myers,Judy Garland
965,Rob Schneider,Elvis Presley
966,Julia Sweeney,Ethel Merman
970,John Goodman,Cecil Jacobson
896,Dana Carvey,"William Demarest , Uncle Charlie"
972,Beth Cahill,Pam Hurn
973,Siobhan Fallon,Katharine Hepburn
960,Chris Rock,Jaleel White
951,Dana Carvey,Scott Hamilton
952,Julia Sweeney,Tracy Wilson
956,Jason Priestley,Joey McIntyre
958,Dana Carvey,Jordan Knight
957,Mike Myers,Jonathan Knight
955,Adam Sandler,Donnie Wahlberg
954,Rob Schneider,Danny Wood
948,Susan Dey,Patricia Gifford
950,Phil Hartman,J. Gregory Garrison
949,Mike Myers,Vincent Fuller
947,Chevy Chase,Jeffrey Dahmer
945,Phil Hartman,Oliver Stone
946,Mike Myers,Vladimir Lenin
944,David Spade,Michael Gelman
943,Julia Sweeney,Joy Philbin
941,Hammer,Wilt Chamberlain
939,Dana Carvey,David Duke
932,Siobhan Fallon,Mary Lupo
933,Kevin Nealon,Roy Black
935,Kiefer Sutherland,Lloyd Bentsen
937,Victoria Jackson,Tipper Gore
934,Kevin Nealon,Bill Bradley
938,Kiefer Sutherland,Slash
926,Dana Carvey,Ray Combs
929,Dana Carvey,Keanu Reeves
931,Victoria Jackson,Rob Lowe
927,Mike Myers,Charlie Sheen
928,Rob Schneider,Emilio Estevez
930,David Spade,Matthew Broderick
923,Dana Carvey,Strom Thurmond
918,Ellen Cleghorne,Anita Hill
920,Chris Farley,Howell Heflin
921,Kevin Nealon,Joseph Biden
922,Chris Rock,Long Dong Silver
631,Dana Carvey,"John Travolta , James"
915,Jeff Daniels,Jay Leno
856,Chris Farley,Dom DeLuise
914,Victoria Jackson,LaToya Jackson
900,Jan Hooks,Barbara Mandrell
902,Mike Myers,Tony Orlando
901,Kevin Nealon,Tom Selleck
903,Steven Seagal,Andrew Dice Clay
881,Dana Carvey,Bob Dylan
876,Chris Farley,Carnie Wilson
908,Phil Hartman,Kenny Rogers
907,Jan Hooks,Diana Ross
906,Victoria Jackson,Cyndi Lauper
909,Tim Meadows,Lenny Kravitz
911,Chris Rock,Whoopi Goldberg
910,Rob Schneider,Rick Dees
905,Christine Zander,Annie Lennox
879,Spike Feresten,Matthew Nelson
899,Jan Hooks,Rose Kennedy
897,Victoria Jackson,Christina Applegate
898,Chris Rock,Flavor Flav
877,David Spade,Gunnar Nelson
884,Michael J. Fox,Dan Quayle
885,Phil Hartman,Thomas Foley
889,Michael J. Fox,Danny Bonaduce
893,Chris Farley,Mindy Cohn
891,Phil Hartman,John Walsh
890,Jan Hooks,Drew Barrymore
894,Tim Meadows,Rodney Allen Rippy
886,Mike Myers,Barry Livingston
892,Kevin Nealon,Johnny Whitaker
895,Chris Rock,Todd Bridges
887,Adam Sandler,Barry Williams
888,Julia Sweeney,Dana Plato
847,Jan Hooks,Eleanor Clift
875,Alec Baldwin,Bono
706,Dana Carvey,Paul McCartney
880,Tim Meadows,Tracy Chapman
878,Mike Myers,Phil Collins
883,Tim Meadows,Flavor Flav
861,Jan Hooks,Sally Jessy Raphael
743,Victoria Jackson,Roseanne
872,Kevin Nealon,Jeff Harris
873,Mike Myers,Shelby Foote
869,Phil Hartman,Dick Cheney
871,Kevin Bacon,Vanilla Ice
865,Sting,Billy Idol
866,Victoria Jackson,Eydie Gorme
868,Mike Myers,Steve Lawrence
822,Chris Rock,Luther Campbell
843,Phil Hartman,Saddam Hussein
696,Jan Hooks,Diane Sawyer
862,Kevin Nealon,Danny Sheridan
863,Dana Carvey,Thomas Edison
864,Adam Sandler,Héctor Camacho
852,Tom Hanks,Dennis Miller
855,Tom Hanks,Dean Martin
857,Phil Hartman,Issac Asimov
854,Jan Hooks,Crystal Gayle
860,Victoria Jackson,Sally Struthers
853,Mike Myers,Carl Sagan
760,Kevin Nealon,George Hamilton
859,Julia Sweeney,Petula Clark
858,Christine Zander,Linda McCartney
844,Dana Carvey,Keith Richards
846,Phil Hartman,Telly Savalas
848,John Goodman,Jack Germond
828,Jan Hooks,Kathie Lee Gifford
729,Phil Hartman,Jack Nicholson
842,Kevin Nealon,Gerry Cooney
840,Phil Hartman,Sam Walton
807,Jan Hooks,Susan Dey
836,Dana Carvey,Pol Pot
837,Kevin Nealon,Saddam Hussein
835,Chris Rock,Idi Amin
839,Dana Carvey,Walter Mondale
838,Jan Hooks,Shelley Long
825,Phil Hartman,Victor Kiam
829,Tom Davis,Michael Gelman
827,Mike Myers,Jerome Mackey
832,Dana Carvey,Siegfried Fischbacher
831,David Spade,Roy Horn
833,Chris Rock,M.C. Hammer
821,Akira Yoshimura,Chris Wong Won
824,Kyle MacLachlan,K.D. Lang
803,Dana Carvey,Frank Zappa
816,Dana Carvey,Adolf Hitler
818,Andrew Dice Clay,Jake LaMotta
819,Jon Lovitz,Joey LaMotta
810,Alec Baldwin,"Marlon Brando , Johnny"
811,Jan Hooks,Greta Garbo
812,Nora Dunn,Cindy Adams
813,Phil Hartman,Joey Adams
815,Dana Carvey,Bill Moyers
814,Al Franken,Al Goldstein
805,Phil Hartman,Andy Griffith
806,Jon Lovitz,Raymond Burr
808,Corbin Bernsen,Mike Schmidt
809,Jon Lovitz,Tommy Lasorda
802,Debra Winger,Calamity Jane
804,Phil Hartman,Ozzy Osbourne
801,Victoria Jackson,Linda Blair
726,Phil Hartman,Donald Trump
800,Jan Hooks,Marla Maples
727,Jan Hooks,Ivana Trump
798,Tom Hanks,Randy Travis
796,Dana Carvey,Joel Siegel
783,Nora Dunn,Martina Navratilova
775,Jon Lovitz,Gene Shalit
797,Kevin Nealon,Kenny Rogers
799,Phil Hartman,Andy Rooney
795,Quincy Jones,Marion Barry
584,Nora Dunn,Leona Helmsley
624,Jan Hooks,Tammy Faye Bakker
793,Phil Hartman,Mikhail Gorbachev
792,Jon Lovitz,Andrew Dice Clay
794,Christopher Walken,Rainbow Head
735,Nora Dunn,Linda Dano
755,Jan Hooks,Dee Kelly
791,Jon Lovitz,Manuel Noriega
790,Jan Hooks,Nadia Comaneci
606,Nora Dunn,Liza Minnelli
605,Phil Hartman,Johnny Cash
603,Jan Hooks,Betty Ford
579,Jon Lovitz,David Crosby
789,Phil Hartman,David Rockefeller
591,Dana Carvey,"Jimmy Stewart , George Bailey"
787,Jon Lovitz,Alan Cranston
788,Phil Hartman,Mike Ditka
786,Akira Yoshimura,Connie Chung
782,Jon Lovitz,Queen Elizabeth
784,Nora Dunn,Barbara Merrill
785,Phil Hartman,Michael Merrill
758,Jan Hooks,Bette Davis
781,Dana Carvey,Kirk Cameron
765,Phil Hartman,Lee Iacocca
774,Kathleen Turner,Deborah Norville
776,Jan Hooks,Jane Pauley
777,Nora Dunn,Linda Ellerbee
778,Jon Lovitz,Willard Scott
766,Rick Moranis,Jackie Mason
767,Rick Moranis,Jim Bakker
768,Victoria Jackson,Zsa Zsa Gabor
769,Rick Moranis,Merv Griffin
770,Phil Hartman,Fay Vincent
771,Kevin Nealon,Fred Wilpon
772,Mike Myers,Mark Linn-Baker
773,Kevin Nealon,Richard Chamberlain
721,Nora Dunn,Imelda Marcos
764,Jan Hooks,Tammy Wynette
716,Dana Carvey,Jimmy Carter
757,Nora Dunn,Cokie Roberts
648,Phil Hartman,David Brinkley
759,Tom Davis,Ed Begley Jr.
630,Nora Dunn,Brigitte Nielsen
762,Jon Lovitz,Sylvester Stallone
761,Mike Myers,Howie Mandel
763,Jan Hooks,"Ann-Margret , Kitten"
756,Phil Hartman,Robert Palmer
752,Kevin Nealon,Joseph Hazelwood
740,Nora Dunn,Jeane Dixon
753,Ben Stiller,Butch Patrick
754,Jan Hooks,Tracy Ullman
751,Phil Hartman,Pete Rose
747,Mary Tyler Moore,Marilyn Quayle
709,Dana Carvey,Dan Quayle
750,Nora Dunn,"Rose Marie , Sally Rogers"
749,Jon Lovitz,"Morey Amsterdam , Buddy Sorrell"
748,Jeff Renaudo,Tucker Quayle
724,Phil Hartman,Wilford Brimley
745,Victoria Jackson,Lulu
741,Phil Hartman,John Tower
700,Jan Hooks,Kitty Dukakis
742,Ted Danson,Pat Riley
739,Dana Carvey,Ted Bundy
733,Kevin Nealon,Bill Walsh
736,Jan Hooks,Nancy Glass
737,Phil Hartman,Gary Busey
738,Jan Hooks,Sandra Day O'Connor
697,Nora Dunn,Marilyn Quayle
732,Jon Lovitz,Jamie Farr
730,Kevin Kline,Peter Allen
731,Dana Carvey,George Burns
725,Jon Lovitz,Yasser Arafat
722,Jan Hooks,Oprah Winfrey
723,John Lithgow,Margaret Thatcher
718,Matthew Modine,Lloyd Bentsen
586,Nora Dunn,Joan Baez
715,Victoria Jackson,Donna Rice
717,Kevin Nealon,LeRoy Neiman
719,Dana Carvey,Bert Convy
707,Jan Hooks,Susan Estrich
708,Kevin Nealon,Lloyd Bentsen
710,John Larroquette,James Baker
711,Kevin Nealon,Michael Deaver
712,Jon Lovitz,Pablo Picasso
713,Al Franken,Lyndon LaRouche
714,John Larroquette,Bob Vila
701,Matthew Broderick,Dan Quayle
705,Matthew Broderick,John Lennon
702,Phil Hartman,Albert Goldman
538,Jon Lovitz,Ringo Starr
704,Dennis Miller,George Harrison
703,Kevin Nealon,Elvis Presley
699,Grafton True,Carl Rowan
647,Jon Lovitz,Judd Nelson
650,Jon Lovitz,Hodding Carter
642,Phil Hartman,Robert McFarlane
640,Jan Hooks,Jonda McFarlane
641,Jon Lovitz,Paul Sarbanes
643,Kevin Nealon,Sam Nunn
639,Akira Yoshimura,Daniel Inouye
644,Dana Carvey,Prince Albert
628,Phil Hartman,Halston
645,Jan Hooks,Princess Gloria of Thurn and Taxis
646,Kevin Nealon,Prince Johannes
633,Nora Dunn,Donna Rice
634,Victoria Jackson,Fawn Hall
637,Jon Lovitz,F. Murray Abraham
638,Phil Hartman,Richard Secord
629,Jan Hooks,Jean Kasem
632,Jon Lovitz,Marvin Hamlisch
621,Phil Hartman,Oral Roberts
622,Jon Lovitz,Jerry Tarkanian
623,Phil Hartman,Jim Bakker
625,John Mahoney,"Paul Newman , Eddie"
626,Nina Tremblay,"Mary Elizabeth Mastrantonio , Carmen"
620,Jon Lovitz,Ivan Boesky
615,Kevin Nealon,Don Regan
619,Dana Carvey,David Lee Roth
607,Phil Hartman,Liberace
608,Bronson Pinchot,Carl Sagan
610,Dana Carvey,Jacques Cousteau
611,Paulina Porizkova,Golda Meir
612,Jon Lovitz,Menachim Begin
613,Kevin Nealon,Moshe Dayan
604,Paul Shaffer,Boy George
600,Dana Carvey,Neil Young
601,Jan Hooks,Shirley MacLaine
602,Walter Payton,Michael Jackson
596,William Shatner,Oliver North
597,Victoria Jackson,Julie Cobb
570,Jan Hooks,Sally Kellerman
542,Jon Lovitz,Don Adams
589,Marc Shaiman,Paul Williams
590,Jon Lovitz,Caspar Weinberger
588,Robin Williams,Ronald Reagan
587,Kevin Nealon,Chuck Woolery
583,Phil Hartman,Joseph Wapner
581,Andy Murphy,Rusty Burrell
582,Kevin Nealon,Doug Llewelyn
585,Jon Lovitz,Howie Mandel
571,A. Whitney Brown,Ed Jaymes
572,Phil Hartman,Frank Bartles
574,Dana Carvey,Gary Crosby
577,Nora Dunn,Kathryn Crosby
578,Phil Hartman,Bing Crosby
576,Jan Hooks,Mary Crosby
575,Dennis Miller,Nathaniel Crosby
568,Sigourney Weaver,Sarah Ferguson
567,Jan Hooks,Princess Di
554,Randy Quaid,Ed McMahon
565,Terry Sweeney,Patti LaBelle
566,Billy Martin,Colonel Harland Sanders
520,Randy Quaid,Ronald Reagan
559,Catherine Oxenberg,Brigitte Bardot
562,Joan Cusack,Jane Fonda
560,Nora Dunn,Catherine Deneuve
561,Don Pardo,Frederick de Cordova
546,Terry Sweeney,Joan Rivers
564,Robert Downey Jr.,Paul Simon
563,Anthony Michael Hall,Art Garfunkel
517,Terry Sweeney,Nancy Reagan
558,Joan Cusack,Queen Elizabeth
518,Jon Lovitz,Prince Charles
557,Randy Quaid,Lyndon LaRouche
556,Robert Downey Jr.,John Cougar Mellencamp
555,Randy Quaid,Lyle Alzado
527,Joan Cusack,Brooke Shields
551,Robert Downey Jr.,Julian Lynch
550,Randy Quaid,Bob Guccione
552,Terry Sweeney,Teri Shields
553,Jon Lovitz,Muammer Kaddafi
549,Damon Wayans,Little Richard
547,Dudley Moore,Roman Polanski
535,Terry Sweeney,Joan Collins
548,Dudley Moore,Jackie Stewart
541,Teri Garr,Connie Stevens
543,Anthony Michael Hall,Edd Byrnes
545,Randy Quaid,Roy Orbison
544,Danitra Vance,Leslie Uggams
539,Tom Hanks,Robb Weller
533,Robert Downey Jr.,George Michael
537,Nora Dunn,Mary Hart
534,Randy Quaid,Gregory Peck
532,Terry Sweeney,Barbara Howar
536,Danitra Vance,Lola Falana
540,Damon Wayans,Louis Farrakhan
531,Robert Downey Jr.,John Oates
529,Anthony Michael Hall,Daryl Hall
530,Terry Sweeney,Diana Ross
528,Danitra Vance,Cicely Tyson
3,Chevy Chase,Gerald Ford
516,Robert Downey Jr.,Sean Penn
525,Madonna,Marilyn Monroe
523,Robert Downey Jr.,Elvis Presley
522,Anthony Michael Hall,Bobby Kennedy
524,Randy Quaid,John F. Kennedy
526,Terry Sweeney,Ted Kennedy
521,Randy Quaid,Joaquin Andujar
519,Madonna,Princess Di
497,Rich Hall,Robert Latta
437,Billy Crystal,Fernando Lamas
375,Mary Gross,Dr. Ruth Westheimer
513,Jim Belushi,Pope John Paul II
510,Billy Crystal,Dr. Haing S. Ngor
429,Mary Gross,Pee-Wee Herman
511,Christopher Guest,James Mason
491,Rich Hall,Doug Henning
509,Gary Kroeger,Alan Alda
512,Julia Louis-Dreyfus,Jo Anne Worley
461,Martin Short,Robin Williams
487,Pamela Stephenson,Joan Collins
514,Jim Belushi,Richard Donner
515,Jim Belushi,Robert Keeshan
435,Billy Crystal,Sammy Davis Jr.
479,Rich Hall,Paul Harvey
454,Jim Belushi,Willie Nelson
496,Billy Crystal,Prince
507,Rich Hall,Mark Goodman
506,Gary Kroeger,Bruce Springsteen
508,Martin Short,Paul Simon
462,Pamela Stephenson,Cyndi Lauper
472,Billy Crystal,Joe Franklin
503,Jim Belushi,Joan Collins
504,Christopher Guest,Red Skelton
505,Pamela Sue Martin,Linda Evans
482,Billy Crystal,Muhammad Ali
481,Martin Short,Katharine Hepburn
404,Julia Louis-Dreyfus,Linda Ellerbee
501,Pamela Stephenson,Debby Douillard
502,Rich Hall,Caspar Weinberger
495,Jim Belushi,Hulk Hogan
456,Billy Crystal,Howard Cosell
486,Rich Hall,Bernhard Goetz
458,Gary Kroeger,Walter Mondale
498,Julia Louis-Dreyfus,Joan Mondale
499,Alex Karras,Captain Lou Albano
500,Rich Hall,Vince McMahon
494,Mary Gross,Simone de Beauvoir
475,Gary Kroeger,Julio Iglesias
492,Julia Louis-Dreyfus,Helen Caldicott
493,Pamela Stephenson,Peggy Ashcroft
403,Mary Gross,Ann Landers
488,Mary Gross,Jeane Dixon
489,Christopher Guest,Alan Arkin
490,Martin Short,Doug Henning
220,Harry Shearer,Mr. Blackwell
484,Eddie Murphy,Desmond Tutu
485,Rich Hall,Doug Flutie
455,Harry Shearer,Robin Leach
483,Jim Belushi,Arnold Schwarzenegger
480,Jim Belushi,Michael Reagan
474,Harry Shearer,Mike Wallace
477,Kevin Kelton,Señor Wences
476,Julia Louis-Dreyfus,Diana Ross
478,Martin Short,Mick Jagger
473,Harry Shearer,Alan Thicke
457,Mary Gross,Geraldine Ferraro
224,Harry Shearer,Ronald Reagan
468,Pamela Stephenson,Madonna
470,Julia Louis-Dreyfus,Jeane Kirkpatrick
471,Rich Hall,David Byrne
467,Pamela Stephenson,Billy Idol
460,Christopher Guest,Bert Convy
464,Harry Shearer,Tom Brokaw
463,Martin Short,Lawrence Grossman
465,Billy Crystal,Joe Garagiola
466,Harry Shearer,Vin Scully
459,Jim Belushi,Bob Guccione
261,Joe Piscopo,Frank Sinatra
451,Gary Kroeger,Robb Weller
452,Mary Gross,Nancy Reagan
453,Barry Bostwick,Rick Springfield
447,Tim Kazurinsky,Frank Gannon
446,Joe Piscopo,Richard Nixon
285,Joe Piscopo,Ronald Reagan
449,Brad Hall,Noel Paul Stookey
418,Gary Kroeger,Carl Sagan
448,Julia Louis-Dreyfus,Mary Travers
450,Joe Piscopo,Peter Yarrow
441,Joe Piscopo,Karl Malden
426,Julia Louis-Dreyfus,Nina Blackwood
442,Nate Herman,Kenny Loggins
444,Michael Douglas,Kirk Douglas
330,Robin Duke,Shelley Winters
445,Brad Hall,Walter Mondale
443,Tim Kazurinsky,Gary Hart
400,Joe Piscopo,Jesse Jackson
434,Clint Smith,George Rhodes
436,Billy Crystal,Hervé Villechaize
440,Billy Crystal,John F. Kennedy
438,Jim Belushi,Babe Ruth
439,Gary Kroeger,Charlie Chaplin
419,Eddie Murphy,Jesse Jackson
277,Joe Piscopo,Tom Snyder
343,Eddie Murphy,James Brown (I)
432,Robin Duke,Kathy Best
433,Brad Hall,Pete Best
430,Tim Kazurinsky,Mahatma Gandhi
431,Robin Williams,William F. Buckley
391,Joe Piscopo,John Newcombe
428,Joe Piscopo,Marvin Hamlisch
347,Joe Piscopo,David Letterman
349,Joe Piscopo,Phil Donahue
335,Joe Piscopo,Lorne Greene
427,Gary Kroeger,Samuel Clemens
425,Julia Louis-Dreyfus,Linda Ronstadt
374,Eddie Murphy,Michael Jackson
424,Mary Gross,Mary Tyler Moore
420,Tom Smothers,John Glenn
421,Brad Hall,William F. Buckley
264,Joe Piscopo,Ted Koppel
422,Joe Piscopo,Tom Carvel
423,Joe Piscopo,Barbra Streisand
272,Eddie Murphy,Sammy Davis Jr.
408,Joe Piscopo,Dean Martin
409,Jim Belushi,Rosemary Clooney
416,Jim Belushi,Thomas Noguchi
410,Robin Duke,Barbara Howar
415,Mary Gross,Suzanne Somers
412,Mary Gross,Mary Hart
411,Julia Louis-Dreyfus,JoBeth Williams
414,Joe Piscopo,Ron Hendren
413,Joe Piscopo,Robin Leach
417,Eddie Murphy,Jim Brown
407,Teri Garr,Marilyn Monroe
405,Gary Kroeger,Bobby Kennedy
406,Joe Piscopo,John F. Kennedy
363,Joe Piscopo,Lee Iacocca
401,Andrew Smith,Larry Speakes
402,Betty Thomas,Jane Fonda
398,Julia Louis-Dreyfus,Joanna Carson
399,John Candy,William B. Williams
358,Joe Piscopo,Ed McMahon
397,Julia Louis-Dreyfus,Andie MacDowell
276,Joe Piscopo,Andy Rooney
396,Mary Gross,Anne Burford
388,Joe Piscopo,James Watt
348,Gary Kroeger,Paul Shaffer
393,Robin Duke,Eva Braun
345,Tim Kazurinsky,Adolf Hitler
392,Gary Kroeger,Joseph Goebbels
266,Eddie Murphy,Stevie Wonder
394,Joe Piscopo,Ed Sullivan
395,Julia Louis-Dreyfus,Nastassja Kinski
389,Tim Kazurinsky,Deng Xiaoping
390,Julia Louis-Dreyfus,Hu Na
365,Joe Piscopo,Joan Rivers
387,Joan Rivers,Elizabeth Taylor
382,Tim Kazurinsky,Klaus Barbie
383,Mary Gross,Lena Horne
357,Eddie Murphy,Mr. T
386,Joe Piscopo,Steve Lawrence
384,Gary Kroeger,Miguel de la Madrid
385,Joe Piscopo,Ahmed Zaki Yamani
361,Gary Kroeger,Donny Osmond
362,Julia Louis-Dreyfus,Marie Osmond
380,Eddie Murphy,Herschel Walker
381,Jeff Bridges,"Lloyd Bridges , Mike Nelson"
378,Robin Duke,Polly Bergen
377,Julia Louis-Dreyfus,Ali MacGraw
379,Joe Piscopo,Rex Reed
370,Rick Moranis,Woody Allen
369,Dave Thomas,Bob Hope
371,Rick Moranis,Dick Cavett
372,Robin Duke,Oriana Fallaci
373,Dave Thomas,Liberace
376,Dave Thomas,Walter Cronkite
364,Gary Kroeger,Dustin Hoffman
366,Barry Mitchell,Woody Allen
368,Mary Gross,Leslie Uggams
367,Joe Piscopo,Peter Marshall
359,Tom Smothers,Johnny Carson
274,Eddie Murphy,Bill Cosby
360,Gary Kroeger,Ted Kennedy
353,Brad Hall,John DeLorean
352,Julia Louis-Dreyfus,Christina Ferrare
355,Gary Kroeger,Steve Bell
354,Joe Piscopo,David Hartman
356,Howard Hesseman,Del Close
351,Joe Piscopo,Leonard Nimoy
242,Joe Piscopo,Jimmy Carter
286,Tim Kazurinsky,Menachim Begin
350,Gary Kroeger,Yasser Arafat
346,Brad Hall,John Hinckley
337,Brian Doyle-Murray,Rod Serling
344,Tim Kazurinsky,Ozzy Osbourne
340,Tim Kazurinsky,Billie Jean King
341,Joe Piscopo,John McEnroe
342,Christine Ebersole,Mary Travers
338,Brian Doyle-Murray,Leopoldo Galtieri
339,Mary Gross,Margaret Thatcher
284,Tony Rosato,Ed Meese
336,Joe Piscopo,Geraldo Rivera
287,Christine Ebersole,Princess Di
333,Joe Piscopo,Paul Harvey
334,Tim Kazurinsky,Jose Tardencillas Espinosa
262,Joe Piscopo,Dan Rather
328,Christine Ebersole,Britt Ekland
329,Mary Gross,Harriet Nelson
331,Joe Piscopo,Pope John Paul II
332,Tony Rosato,Ed Asner
327,Brian Doyle-Murray,Jerry Falwell
322,Brian Doyle-Murray,Ken Anderson
321,Tim Kazurinsky,Forrest Gregg
320,Eddie Murphy,Archie Griffin
323,Christine Ebersole,Carol Wayne
324,Joe Piscopo,Johnny Carson
325,Tony Rosato,Robert Keeshan
326,Bob Zmuda,Red West
308,Robert Conrad,Joseph Wapner
307,Joe Piscopo,Doug Llewelyn
309,Robert Conrad,Jack Henry Abbott
310,Tony Rosato,Lou Costello
314,Robert Conrad,G. Gordon Liddy
311,Brian Doyle-Murray,Albert Einstein
317,Robin Duke,Marguerite LeHand
316,Christine Ebersole,Lucy Rutherford
312,Mary Gross,Eleanor Roosevelt
313,Tim Kazurinsky,Franklin Roosevelt
315,Nelson Lyon,Joseph Stalin
319,Joe Piscopo,Winston Churchill
318,Tony Rosato,Richard Nixon
303,Tony Rosato,Richard Allen
304,Christine Ebersole,Rona Barrett
305,Eddie Murphy,Muhammad Ali
306,Bill Murray,Ralph Lauren
289,Mary Gross,Brooke Shields
299,Tim Curry,Mick Jagger
298,Robin Duke,Louise Mandrell
301,Robin Duke,Shari Lewis
296,Christine Ebersole,Barbara Mandrell
297,Mary Gross,Irlene Mandrell
300,Tony Rosato,Rip Taylor
302,Tim Curry,Prince Charles
292,Christine Ebersole,Fannie Flagg
293,Joe Piscopo,Allen Funt
294,Tim Kazurinsky,David A. Stockman
295,Brian Doyle-Murray,Colonel Tom Parker
288,Tony Rosato,Yasser Arafat
290,Christine Ebersole,Cheryl Tiegs
291,Joe Piscopo,Pat Cooper
282,Eddie Murphy,Jerry Lewis
283,Joe Piscopo,Jerry Lewis
279,Christine Ebersole,Marge Howard
280,Tim Kazurinsky,"Ugo Tognazzi , Renato"
281,Mary Gross,Marilyn Monroe
278,Tim Kazurinsky,Douglas MacArthur
275,Gail Matthius,Irene Cara
83,Bill Murray,Walter Cronkite
269,Denny Dillon,Betsy Maxwell
271,Gilbert Gottfried,Roman Polanski
270,Joe Piscopo,John Kenneth Galbraith
273,Gail Matthius,Mary Cunningham
267,Gilbert Gottfried,David A. Stockman
247,Gail Matthius,Nancy Reagan
268,Ann Risley,Doria Reagan
